SaleID,price
200367,500
200369,500
200370,1500
200371,1500
200373,6500
200375,500
200377,1500
200381,27400
200383,500
200384,500
200385,500
200387,500
200388,6500
200390,500
200393,1500
200394,500
200397,500
200398,500
200399,500
200402,500
200403,1500
200409,1500
200410,500
200413,1500
200415,1500
200417,500
200419,6500
200420,1500
200423,500
200427,1500
200428,500
200429,6500
200430,1500
200431,6500
200433,6500
200435,500
200436,500
200439,500
200440,500
200441,500
200443,500
200444,1500
200445,2500
200447,500
200448,6500
200449,1500
200451,500
200453,1500
200454,500
200459,1500
200460,1500
200463,1500
200465,1500
200468,500
200470,6500
200474,500
200475,500
200476,500
200478,500
200482,500
200484,500
200485,1500
200486,2500
200488,1500
200490,2500
200491,1500
200493,500
200496,500
200497,6500
200498,1500
200500,6500
200503,500
200504,500
200505,500
200507,1500
200508,500
200509,1500
200510,2500
200511,1500
200512,1500
200513,6500
200514,500
200515,500
200516,1500
200519,1500
200520,1500
200521,6500
200525,500
200528,6500
200530,6500
200532,6500
200533,6500
200538,500
200541,6500
200546,6500
200547,1500
200548,1500
200552,500
200554,1500
200555,1500
200559,1500
200561,500
200562,6500
200564,1500
200565,1500
200566,500
200567,500
200568,6500
200570,500
200571,6500
200572,1500
200573,6500
200574,500
200575,500
200576,500
200577,500
200578,6500
200582,1500
200583,1500
200584,1500
200585,1500
200586,500
200588,6500
200589,500
200591,500
200592,500
200593,2500
200594,2500
200596,500
200598,6500
200599,1500
200600,500
200601,1500
200602,1500
200604,1500
200606,1500
200608,1500
200611,1500
200612,27400
200616,500
200617,1500
200620,1500
200621,10500
200623,6500
200625,500
200628,1500
200630,500
200633,1500
200634,1500
200635,1500
200637,6500
200638,2500
200639,1500
200640,500
200642,500
200643,2500
200644,6500
200645,500
200646,1500
200647,1500
200649,1500
200650,1500
200651,6500
200652,500
200653,1500
200655,1500
200656,500
200657,500
200659,1500
200660,1500
200661,1500
200662,500
200664,500
200665,1500
200666,500
200667,1500
200673,6500
200674,500
200675,1500
200676,6500
200677,1500
200678,1500
200680,6500
200681,1500
200683,6500
200687,1500
200688,1500
200690,500
200691,500
200693,1500
200696,1500
200697,1500
200698,6500
200700,500
200702,500
200703,1500
200706,2500
200707,6500
200708,500
200709,500
200710,6500
200712,6500
200713,500
200716,1500
200717,1500
200720,1500
200721,1500
200723,6500
200724,500
200725,500
200729,500
200730,1500
200731,1500
200732,500
200734,1500
200735,6500
200736,2500
200738,1500
200740,500
200741,2500
200742,6500
200744,500
200747,500
200750,1500
200753,500
200754,1500
200755,1500
200756,1500
200760,1500
200761,500
200763,500
200764,1500
200765,1500
200766,6500
200767,1500
200769,6500
200772,1500
200774,500
200777,6500
200778,1500
200781,500
200782,500
200786,500
200787,6500
200788,500
200791,500
200792,2500
200793,1500
200794,500
200795,500
200798,1500
200799,6500
200800,500
200805,6500
200808,500
200809,1500
200810,1500
200812,500
200814,1500
200815,500
200817,500
200818,1500
200819,500
200820,27400
200821,1500
200823,1500
200825,10500
200827,500
200828,6500
200829,6500
200830,500
200831,1500
200832,500
200835,500
200838,500
200839,1500
200840,6500
200841,1500
200842,500
200843,500
200846,1500
200847,1500
200848,6500
200849,500
200850,1500
200851,6500
200853,2500
200854,1500
200856,500
200858,6500
200859,6500
200860,500
200861,500
200862,6500
200865,1500
200868,500
200870,500
200871,500
200872,500
200874,500
200875,500
200876,500
200878,6500
200884,500
200886,1500
200888,1500
200889,500
200890,500
200891,500
200892,1500
200894,500
200896,500
200897,500
200898,1500
200899,1500
200900,1500
200901,1500
200904,6500
200905,1500
200911,1500
200913,2500
200915,500
200916,500
200917,500
200920,1500
200921,6500
200923,500
200926,500
200927,500
200930,2500
200931,1500
200932,6500
200933,500
200934,6500
200935,1500
200936,500
200937,6500
200938,1500
200939,500
200941,1500
200943,500
200944,1500
200945,1500
200946,500
200947,1500
200948,6500
200949,10500
200950,500
200951,6500
200952,1500
200953,1500
200955,1500
200956,500
200957,27400
200958,1500
200959,1500
200961,1500
200962,500
200966,500
200967,6500
200968,500
200969,500
200971,1500
200973,1500
200974,500
200976,1500
200977,1500
200978,1500
200980,1500
200988,500
200989,1500
200991,1500
200992,500
200995,500
200998,500
200999,6500
201001,1500
201003,1500
201004,10500
201005,500
201007,1500
201008,500
201009,500
201011,1500
201012,1500
201015,500
201018,500
201019,6500
201020,2500
201023,6500
201025,500
201026,500
201027,1500
201029,1500
201032,1500
201035,1500
201036,500
201038,1500
201040,1500
201041,6500
201042,1500
201044,1500
201045,500
201046,500
201047,500
201048,1500
201049,1500
201051,500
201054,500
201055,1500
201059,1500
201063,1500
201064,500
201065,1500
201066,500
201067,6500
201068,1500
201070,6500
201072,500
201073,1500
201074,500
201077,1500
201079,500
201081,1500
201082,1500
201086,6500
201087,1500
201088,1500
201090,6500
201092,500
201093,500
201094,1500
201096,500
201098,500
201100,1500
201101,1500
201102,500
201103,1500
201105,6500
201107,1500
201108,6500
201109,2500
201111,1500
201112,1500
201113,1500
201114,6500
201115,6500
201118,500
201119,6500
201120,6500
201122,1500
201127,1500
201128,6500
201129,500
201130,1500
201131,10500
201132,1500
201133,2500
201134,1500
201136,500
201140,1500
201142,10500
201143,1500
201144,1500
201145,6500
201146,500
201147,1500
201150,500
201154,6500
201155,500
201156,500
201158,6500
201159,2500
201160,1500
201161,1500
201162,500
201163,500
201165,500
201167,1500
201168,6500
201170,1500
201171,2500
201172,6500
201175,1500
201177,500
201178,1500
201179,500
201181,6500
201183,1500
201184,1500
201185,1500
201186,500
201187,2500
201188,1500
201190,6500
201191,1500
201193,500
201195,500
201196,6500
201197,6500
201198,1500
201199,500
201202,1500
201204,1500
201205,500
201206,2500
201207,500
201208,1500
201210,6500
201211,500
201215,1500
201218,2500
201220,6500
201222,6500
201223,1500
201227,2500
201228,500
201229,500
201230,1500
201231,6500
201232,6500
201233,500
201234,1500
201237,6500
201239,1500
201240,500
201241,500
201244,6500
201245,500
201249,6500
201251,500
201252,500
201253,500
201255,1500
201256,6500
201257,1500
201258,500
201261,500
201263,500
201265,6500
201266,6500
201267,500
201269,500
201270,27400
201271,500
201272,6500
201274,500
201275,1500
201276,500
201278,500
201279,1500
201280,500
201281,500
201282,1500
201283,2500
201286,6500
201287,1500
201291,500
201292,1500
201293,1500
201295,500
201297,1500
201301,6500
201302,1500
201303,500
201304,500
201305,2500
201306,1500
201307,1500
201309,1500
201311,500
201312,6500
201314,500
201315,500
201316,500
201319,500
201321,1500
201322,1500
201324,1500
201330,1500
201331,6500
201332,1500
201333,6500
201334,1500
201335,500
201337,500
201340,1500
201344,6500
201346,1500
201348,500
201350,500
201354,500
201355,6500
201356,500
201357,1500
201359,500
201360,500
201362,1500
201363,1500
201366,6500
201367,10500
201368,1500
201369,500
201370,1500
201373,1500
201374,6500
201375,1500
201376,500
201377,1500
201379,1500
201385,6500
201386,1500
201387,6500
201389,500
201390,6500
201392,1500
201393,1500
201394,500
201395,6500
201397,1500
201398,2500
201399,500
201400,1500
201401,500
201403,1500
201404,6500
201405,2500
201406,1500
201407,1500
201409,500
201412,500
201415,1500
201417,500
201419,6500
201421,1500
201425,6500
201426,500
201427,500
201428,500
201429,500
201431,500
201432,500
201433,500
201434,500
201435,6500
201436,1500
201440,500
201441,500
201442,1500
201443,6500
201444,500
201446,10500
201447,2500
201448,500
201449,6500
201451,1500
201452,500
201455,1500
201456,500
201459,6500
201460,500
201463,6500
201465,1500
201467,1500
201468,500
201469,1500
201470,2500
201471,1500
201472,500
201473,6500
201476,1500
201478,6500
201480,1500
201481,6500
201482,1500
201483,2500
201484,500
201487,6500
201488,6500
201489,500
201491,500
201493,1500
201494,6500
201497,1500
201501,1500
201503,500
201504,500
201505,2500
201506,1500
201507,500
201511,1500
201512,500
201514,500
201515,500
201517,6500
201518,1500
201520,500
201521,500
201522,1500
201523,500
201524,1500
201525,500
201530,6500
201531,6500
201532,6500
201533,500
201535,2500
201537,6500
201538,500
201540,6500
201541,500
201543,6500
201544,500
201547,6500
201549,1500
201550,1500
201552,500
201553,1500
201554,1500
201556,500
201560,500
201562,500
201564,1500
201566,6500
201567,500
201570,500
201573,6500
201574,6500
201575,2500
201576,1500
201578,500
201579,500
201581,500
201583,500
201584,500
201585,500
201587,500
201588,1500
201589,500
201592,6500
201593,500
201594,1500
201597,6500
201598,1500
201602,6500
201603,6500
201605,6500
201607,500
201608,1500
201610,1500
201611,1500
201612,6500
201616,6500
201618,500
201619,500
201620,1500
201621,500
201622,1500
201625,500
201626,500
201629,6500
201631,1500
201632,1500
201633,1500
201634,1500
201635,6500
201636,1500
201637,1500
201638,6500
201640,6500
201641,500
201642,500
201643,500
201644,500
201645,500
201646,500
201647,2500
201651,1500
201652,10500
201654,6500
201658,1500
201659,500
201660,1500
201661,500
201662,1500
201663,500
201664,1500
201666,500
201667,1500
201670,1500
201677,6500
201678,1500
201679,500
201680,500
201682,1500
201685,500
201686,500
201687,500
201688,500
201690,1500
201691,6500
201692,500
201693,500
201694,6500
201697,1500
201700,1500
201701,1500
201703,1500
201704,1500
201705,6500
201707,1500
201708,500
201710,1500
201711,500
201713,500
201714,1500
201715,1500
201717,500
201718,1500
201719,500
201721,6500
201722,500
201725,500
201726,10500
201727,500
201728,500
201729,6500
201731,1500
201732,500
201734,1500
201737,6500
201738,1500
201739,500
201740,500
201745,500
201747,500
201748,500
201749,1500
201750,1500
201752,500
201754,1500
201755,1500
201759,500
201760,1500
201761,1500
201764,500
201765,1500
201766,500
201768,1500
201770,500
201773,1500
201778,6500
201779,500
201780,6500
201783,500
201786,1500
201787,1500
201788,6500
201789,500
201792,1500
201794,6500
201795,6500
201796,500
201797,1500
201798,1500
201799,1500
201800,1500
201802,1500
201804,1500
201806,1500
201807,500
201811,500
201812,6500
201813,1500
201816,1500
201817,1500
201818,1500
201820,6500
201821,500
201822,500
201823,1500
201824,500
201825,6500
201826,500
201827,1500
201828,6500
201831,1500
201832,1500
201833,500
201834,500
201835,6500
201839,1500
201840,1500
201841,500
201843,1500
201844,1500
201845,500
201846,6500
201847,1500
201851,1500
201853,1500
201855,6500
201857,1500
201860,500
201861,500
201863,500
201864,6500
201865,500
201866,1500
201868,500
201870,500
201871,1500
201875,1500
201877,1500
201879,500
201880,500
201881,500
201883,500
201884,1500
201888,1500
201889,500
201891,500
201895,6500
201898,6500
201899,500
201903,500
201904,6500
201906,1500
201907,500
201910,500
201911,1500
201912,500
201914,6500
201915,1500
201918,1500
201919,500
201922,6500
201927,1500
201929,500
201931,1500
201933,500
201935,6500
201936,500
201937,500
201938,1500
201939,1500
201940,500
201942,1500
201943,500
201944,500
201945,1500
201946,6500
201947,6500
201951,1500
201954,1500
201955,500
201958,1500
201961,1500
201963,500
201964,2500
201965,1500
201968,1500
201969,1500
201970,500
201971,500
201972,6500
201974,6500
201975,500
201976,6500
201977,500
201978,1500
201979,6500
201981,1500
201982,6500
201983,6500
201984,500
201986,1500
201988,1500
201989,500
201991,500
201992,500
201993,1500
201994,500
201995,6500
201997,500
202002,6500
202004,1500
202013,1500
202014,1500
202015,1500
202017,1500
202019,1500
202020,1500
202021,1500
202023,500
202024,1500
202026,500
202030,500
202031,1500
202033,500
202040,6500
202043,500
202044,1500
202045,6500
202047,1500
202048,2500
202049,1500
202051,500
202053,500
202055,1500
202056,1500
202057,500
202058,1500
202060,500
202063,6500
202068,500
202069,500
202072,500
202074,6500
202075,1500
202076,500
202077,1500
202078,500
202079,500
202080,500
202081,2500
202084,500
202086,1500
202087,500
202088,1500
202092,1500
202094,500
202095,1500
202097,500
202098,500
202101,500
202102,500
202104,500
202105,1500
202106,6500
202108,6500
202109,500
202110,500
202112,1500
202114,1500
202116,500
202117,1500
202120,500
202122,500
202123,500
202124,500
202128,10500
202131,500
202132,6500
202133,6500
202134,1500
202135,1500
202138,6500
202139,500
202142,500
202143,500
202144,500
202146,1500
202147,2500
202149,6500
202150,6500
202152,1500
202153,6500
202154,500
202158,500
202159,500
202160,500
202161,6500
202162,2500
202163,500
202164,500
202165,1500
202167,500
202170,500
202171,6500
202172,1500
202173,1500
202175,1500
202176,1500
202178,500
202179,1500
202180,1500
202182,1500
202187,1500
202190,500
202192,2500
202194,1500
202195,500
202196,1500
202197,500
202201,500
202203,1500
202204,1500
202207,500
202208,500
202209,500
202210,500
202211,6500
202213,500
202214,500
202216,500
202217,500
202218,1500
202219,1500
202220,1500
202222,1500
202223,1500
202228,6500
202229,6500
202231,1500
202232,500
202233,500
202234,6500
202235,1500
202237,500
202238,6500
202239,1500
202240,500
202242,500
202243,500
202246,500
202247,1500
202249,500
202252,500
202253,1500
202254,500
202255,1500
202258,500
202260,10500
202266,1500
202267,6500
202268,500
202270,1500
202271,6500
202272,1500
202274,500
202275,500
202276,500
202277,1500
202278,1500
202279,1500
202282,500
202283,500
202285,500
202286,2500
202289,500
202290,1500
202293,6500
202294,1500
202296,6500
202300,500
202301,1500
202302,500
202303,500
202304,1500
202305,500
202306,1500
202313,1500
202314,500
202318,1500
202319,1500
202321,6500
202323,500
202325,500
202326,1500
202327,6500
202329,500
202331,6500
202335,1500
202336,6500
202337,1500
202339,1500
202340,500
202343,500
202344,6500
202345,6500
202348,500
202349,6500
202350,1500
202351,1500
202352,500
202353,500
202354,1500
202357,500
202359,500
202360,6500
202363,1500
202364,500
202365,6500
202370,1500
202371,27400
202372,500
202373,500
202377,1500
202378,6500
202379,500
202381,500
202383,1500
202384,1500
202386,1500
202390,1500
202391,500
202392,1500
202394,500
202396,500
202398,6500
202400,6500
202403,1500
202406,500
202408,1500
202410,6500
202411,1500
202413,1500
202414,6500
202415,500
202416,500
202418,6500
202419,500
202421,1500
202422,1500
202423,6500
202424,1500
202428,500
202429,500
202431,500
202433,6500
202434,500
202436,1500
202438,1500
202439,500
202440,500
202444,500
202445,1500
202447,1500
202449,1500
202452,6500
202453,500
202454,1500
202456,1500
202460,500
202462,1500
202464,2500
202465,1500
202466,1500
202467,500
202470,27400
202471,6500
202472,1500
202473,500
202474,6500
202475,500
202476,500
202477,1500
202478,1500
202479,500
202480,1500
202481,500
202483,500
202484,1500
202486,500
202488,6500
202490,1500
202491,6500
202493,500
202494,500
202495,1500
202499,500
202501,6500
202502,500
202503,1500
202505,500
202506,1500
202507,2500
202510,1500
202511,1500
202512,500
202514,500
202515,500
202518,1500
202519,6500
202521,500
202522,500
202523,1500
202524,1500
202525,500
202526,500
202527,6500
202528,1500
202529,500
202530,500
202532,1500
202533,1500
202534,1500
202535,500
202536,1500
202537,1500
202540,500
202541,6500
202542,1500
202543,1500
202544,2500
202545,6500
202547,1500
202550,1500
202551,500
202554,6500
202555,500
202557,500
202561,500
202563,1500
202565,6500
202566,500
202567,500
202568,500
202570,1500
202572,1500
202574,6500
202575,500
202576,6500
202577,500
202578,1500
202579,6500
202581,1500
202582,500
202586,1500
202587,1500
202588,1500
202589,1500
202592,500
202593,500
202594,1500
202598,1500
202600,1500
202602,6500
202603,1500
202605,2500
202606,1500
202607,500
202608,500
202610,1500
202613,1500
202614,1500
202622,6500
202624,500
202625,6500
202626,500
202627,500
202628,1500
202629,500
202632,500
202635,500
202637,500
202638,6500
202639,500
202641,6500
202642,6500
202644,1500
202645,500
202646,1500
202647,1500
202648,500
202649,6500
202650,500
202651,500
202652,1500
202653,500
202654,6500
202655,6500
202657,6500
202659,500
202660,6500
202664,1500
202669,1500
202670,6500
202671,6500
202672,500
202673,6500
202674,1500
202675,500
202678,1500
202680,500
202681,10500
202682,500
202683,2500
202684,500
202687,500
202691,1500
202692,1500
202694,1500
202695,6500
202697,6500
202700,1500
202701,1500
202703,6500
202705,500
202706,1500
202707,500
202708,6500
202710,500
202711,500
202712,1500
202714,500
202715,1500
202716,1500
202717,1500
202718,6500
202719,6500
202720,1500
202721,1500
202723,500
202725,1500
202726,1500
202727,1500
202728,500
202729,500
202730,1500
202732,6500
202734,6500
202735,500
202737,1500
202739,1500
202740,2500
202741,500
202742,500
202743,6500
202745,500
202747,6500
202749,1500
202750,500
202752,500
202755,500
202757,500
202758,1500
202759,6500
202760,500
202761,1500
202762,1500
202763,1500
202764,1500
202766,6500
202769,1500
202770,1500
202771,6500
202773,6500
202775,1500
202776,500
202780,1500
202788,1500
202791,1500
202793,2500
202795,6500
202797,1500
202799,1500
202802,1500
202803,500
202804,500
202806,6500
202807,500
202808,500
202809,500
202811,500
202812,1500
202813,1500
202818,6500
202821,500
202822,500
202825,6500
202828,500
202829,6500
202832,500
202833,1500
202834,6500
202836,500
202837,1500
202838,1500
202839,500
202842,500
202843,500
202846,500
202847,1500
202849,500
202850,500
202851,1500
202853,500
202854,500
202857,1500
202858,1500
202859,1500
202862,500
202863,1500
202864,6500
202867,1500
202869,1500
202871,1500
202872,500
202875,6500
202878,6500
202879,500
202880,6500
202882,1500
202883,500
202884,1500
202885,1500
202886,1500
202887,1500
202890,1500
202891,500
202892,6500
202893,6500
202895,6500
202896,1500
202899,2500
202900,1500
202903,1500
202904,500
202907,500
202910,6500
202911,1500
202912,6500
202913,1500
202914,6500
202916,1500
202917,500
202919,6500
202920,500
202921,1500
202925,1500
202930,6500
202931,500
202933,6500
202934,1500
202935,500
202936,500
202937,500
202938,500
202940,500
202941,1500
202942,500
202943,500
202944,10500
202946,500
202947,500
202951,6500
202953,500
202954,500
202956,1500
202958,1500
202960,1500
202961,6500
202965,500
202968,1500
202969,500
202970,500
202971,500
202973,500
202974,500
202975,500
202976,1500
202977,500
202978,1500
202979,500
202980,500
202981,1500
202982,6500
202984,1500
202985,1500
202986,500
202988,1500
202990,500
202992,500
202993,500
202995,1500
202996,6500
202998,1500
203003,1500
203004,1500
203005,1500
203007,500
203009,1500
203010,500
203013,500
203014,500
203015,1500
203016,1500
203017,1500
203023,500
203024,6500
203025,1500
203027,6500
203029,1500
203031,1500
203034,6500
203035,500
203036,1500
203037,500
203038,1500
203039,1500
203041,6500
203046,500
203047,6500
203048,500
203052,1500
203058,1500
203064,1500
203066,1500
203068,500
203069,500
203070,6500
203071,1500
203073,500
203074,6500
203076,1500
203077,1500
203079,500
203080,1500
203081,6500
203082,1500
203083,500
203085,2500
203087,10500
203088,1500
203092,500
203096,1500
203097,1500
203098,6500
203099,1500
203100,1500
203101,1500
203102,500
203103,1500
203104,6500
203106,500
203108,1500
203109,500
203110,1500
203111,500
203112,1500
203113,2500
203115,500
203116,500
203118,500
203119,1500
203120,1500
203123,27400
203125,1500
203126,500
203127,6500
203129,6500
203132,6500
203134,500
203137,1500
203139,1500
203142,500
203144,1500
203145,1500
203146,1500
203148,500
203149,500
203152,500
203153,500
203154,1500
203156,500
203160,1500
203161,500
203162,1500
203165,1500
203167,6500
203168,500
203175,500
203178,1500
203179,1500
203184,1500
203187,500
203188,1500
203190,1500
203193,6500
203194,500
203196,6500
203199,1500
203200,1500
203201,1500
203203,1500
203204,500
203205,500
203208,1500
203212,500
203213,6500
203214,1500
203215,1500
203216,500
203217,6500
203218,6500
203220,6500
203221,2500
203222,1500
203223,500
203224,1500
203226,500
203228,1500
203229,1500
203231,500
203232,1500
203234,1500
203236,500
203238,6500
203240,6500
203241,6500
203242,500
203244,500
203246,500
203247,500
203250,500
203252,500
203253,1500
203254,500
203258,1500
203260,6500
203264,500
203265,6500
203266,6500
203267,1500
203268,6500
203269,6500
203270,1500
203276,6500
203277,1500
203278,500
203280,6500
203282,6500
203284,500
203286,500
203287,6500
203290,500
203294,1500
203295,1500
203296,1500
203297,500
203299,6500
203303,500
203304,500
203305,500
203306,1500
203307,500
203308,500
203309,1500
203310,6500
203311,2500
203315,2500
203317,500
203318,500
203320,500
203321,500
203323,1500
203324,500
203325,6500
203327,1500
203328,6500
203331,500
203333,1500
203334,1500
203338,1500
203339,500
203340,500
203341,6500
203342,500
203344,500
203345,500
203346,1500
203348,500
203350,2500
203352,2500
203353,1500
203354,1500
203355,1500
203356,1500
203357,1500
203358,500
203360,500
203362,1500
203366,1500
203367,500
203368,500
203369,1500
203370,500
203378,500
203380,6500
203382,6500
203383,500
203384,6500
203386,500
203389,500
203390,500
203392,6500
203393,500
203395,500
203397,500
203399,1500
203402,500
203403,500
203406,2500
203407,500
203408,500
203410,500
203411,1500
203414,500
203416,1500
203417,500
203418,1500
203420,2500
203421,6500
203424,500
203425,500
203426,1500
203427,500
203429,1500
203430,1500
203431,6500
203432,1500
203433,500
203434,1500
203436,1500
203437,500
203439,6500
203440,1500
203441,500
203445,6500
203446,500
203449,500
203451,500
203452,1500
203453,500
203454,6500
203456,500
203458,500
203460,1500
203461,1500
203464,1500
203466,1500
203467,500
203468,6500
203471,6500
203474,500
203475,6500
203476,1500
203479,500
203482,6500
203483,500
203485,1500
203486,6500
203487,1500
203488,1500
203489,1500
203490,1500
203491,1500
203493,500
203494,1500
203495,500
203496,6500
203501,6500
203502,6500
203503,500
203505,1500
203506,500
203507,1500
203508,1500
203510,1500
203511,6500
203512,500
203516,500
203518,1500
203519,1500
203521,500
203522,6500
203527,1500
203528,6500
203530,6500
203532,6500
203533,500
203534,500
203536,1500
203539,1500
203540,500
203542,1500
203543,6500
203544,500
203547,1500
203548,500
203550,500
203551,500
203553,1500
203554,1500
203555,6500
203556,500
203558,6500
203561,500
203563,500
203564,500
203565,500
203567,500
203570,1500
203572,500
203574,1500
203575,500
203576,1500
203578,1500
203579,6500
203580,1500
203581,500
203584,1500
203585,500
203586,6500
203587,1500
203588,500
203590,6500
203594,6500
203595,1500
203597,500
203598,1500
203600,6500
203602,27400
203603,500
203605,1500
203607,6500
203608,500
203609,1500
203610,1500
203611,6500
203612,6500
203613,1500
203614,1500
203615,6500
203616,6500
203617,500
203618,500
203622,500
203623,500
203627,500
203628,6500
203629,1500
203631,500
203633,500
203634,6500
203637,6500
203638,1500
203639,6500
203640,6500
203641,1500
203642,1500
203644,1500
203645,1500
203649,6500
203650,1500
203656,6500
203657,6500
203658,500
203659,1500
203660,500
203661,500
203663,6500
203664,500
203666,1500
203667,500
203670,1500
203671,2500
203674,500
203675,1500
203677,6500
203678,500
203680,500
203681,6500
203682,500
203683,6500
203684,1500
203685,500
203686,500
203688,500
203689,500
203690,500
203691,500
203692,6500
203693,1500
203694,27400
203695,500
203696,6500
203698,1500
203700,1500
203701,500
203702,1500
203703,1500
203706,1500
203708,6500
203709,6500
203710,500
203711,1500
203714,500
203715,1500
203717,1500
203720,500
203722,500
203723,1500
203724,500
203726,1500
203727,6500
203728,500
203733,6500
203735,6500
203737,1500
203738,1500
203739,1500
203741,500
203742,1500
203743,500
203744,1500
203745,6500
203746,1500
203749,1500
203750,10500
203753,1500
203755,2500
203756,500
203757,10500
203758,500
203759,6500
203760,6500
203761,500
203763,500
203764,6500
203765,6500
203767,1500
203768,500
203769,1500
203771,1500
203772,2500
203774,6500
203775,500
203776,500
203782,1500
203788,500
203789,500
203790,2500
203791,500
203793,6500
203794,500
203797,6500
203799,500
203801,1500
203802,6500
203805,1500
203806,1500
203807,6500
203808,1500
203811,500
203812,6500
203813,500
203814,6500
203817,500
203819,6500
203820,500
203823,6500
203824,1500
203825,500
203826,1500
203827,6500
203828,1500
203832,500
203833,1500
203835,6500
203836,1500
203837,500
203838,1500
203839,1500
203840,1500
203841,1500
203842,500
203843,500
203846,1500
203848,500
203849,500
203850,500
203851,500
203858,1500
203859,1500
203860,500
203861,1500
203862,6500
203863,6500
203864,1500
203866,1500
203868,1500
203869,1500
203871,1500
203872,500
203873,500
203875,500
203876,500
203877,500
203881,6500
203883,1500
203884,500
203887,500
203892,1500
203893,6500
203898,1500
203899,1500
203900,500
203901,500
203905,500
203906,500
203909,1500
203910,6500
203913,500
203916,500
203917,500
203919,500
203921,6500
203922,1500
203923,500
203925,1500
203929,1500
203931,6500
203932,1500
203933,1500
203935,500
203936,6500
203938,1500
203939,1500
203940,500
203942,6500
203944,500
203945,500
203946,1500
203947,2500
203948,1500
203949,6500
203951,6500
203952,6500
203953,1500
203954,500
203956,6500
203958,6500
203960,500
203961,1500
203962,500
203963,1500
203964,6500
203966,6500
203967,1500
203968,500
203969,1500
203970,6500
203975,500
203977,1500
203978,2500
203979,500
203980,500
203983,500
203984,6500
203985,6500
203986,6500
203987,1500
203988,6500
203989,6500
203990,6500
203991,6500
203995,1500
203997,500
203998,500
203999,6500
204000,1500
204001,1500
204003,6500
204004,500
204005,1500
204006,1500
204007,500
204008,500
204009,500
204010,1500
204012,2500
204013,6500
204015,6500
204021,6500
204022,500
204023,500
204024,1500
204025,500
204026,500
204027,1500
204029,6500
204030,6500
204036,1500
204038,500
204039,6500
204040,1500
204041,2500
204048,1500
204049,6500
204051,1500
204054,6500
204056,1500
204058,500
204060,500
204061,500
204063,1500
204065,500
204067,1500
204069,1500
204071,500
204072,1500
204073,6500
204074,500
204075,1500
204078,1500
204079,6500
204080,500
204081,1500
204082,1500
204087,500
204088,1500
204089,2500
204090,6500
204091,500
204092,500
204093,500
204095,1500
204096,1500
204098,1500
204102,1500
204105,6500
204107,1500
204108,500
204109,500
204110,1500
204111,500
204112,1500
204114,1500
204116,1500
204117,500
204121,1500
204122,500
204124,1500
204125,1500
204127,500
204132,500
204133,1500
204135,500
204136,6500
204137,1500
204138,1500
204139,6500
204140,6500
204141,500
204143,1500
204144,6500
204146,1500
204147,500
204149,1500
204151,500
204153,500
204154,6500
204155,1500
204157,500
204158,1500
204159,6500
204160,1500
204162,6500
204163,500
204164,10500
204166,1500
204167,500
204168,1500
